date,temp,humidity,wind_speed,pressure,precip
2020-01-01,18.52810469193533,82.00078604183612,6.957475968211479,1024.2044659960072,0.005104849109549926
2020-01-02,13.486685453899772,89.8466590235318,7.532237059715557,1010.4706173011974,0.02526741095365885
2020-01-03,16.866291566521443,80.59652309725823,5.887726465490851,1014.6683716368714,0.33452218381668497
2020-01-04,15.153031526770144,87.02435948142559,4.251056618039588,1014.3759915778816,0.05214318863920729
2020-01-05,10.582044636355041,83.22069908333351,6.7288723977190115,1009.2891748979678,0.010908241630308499
2020-01-06,15.193533184491816,80.16278758514365,7.925480894896809,1020.6751456455959,0.04595479727292359
2020-01-07,16.34091182586818,81.78422899624128,3.2244285047397745,1003.0960176588803,0.06961078011333702
2020-01-08,16.552853514331954,77.54244675197445,2.828398809048744,1016.1986799746774,0.0
2020-01-09,14.275681790998464,72.71055935674958,1.5874596187499748,1022.753876976159,0.3954497380609053
2020-01-10,16.264140281663465,78.80717341721075,5.897275054981077,1008.037851141707,0.0
2020-01-11,13.485135746698871,78.64070073405136,3.2090668776126487,1014.9345124892964,0.0
2020-01-12,19.121691022810364,77.3529000153405,5.8507867969393,1012.8601440826511,0.042847850128343565
2020-01-13,15.782400811324264,77.76109576940262,3.655079104448098,1011.2022341922973,0.0
2020-01-14,15.86917146691685,78.8373693645437,6.239602126645628,1021.9558423060496,0.0
2020-01-15,15.572130931293014,79.68172801663971,6.4581811243550735,1013.6449145537871,0.0
2020-01-16,15.87687102009765,81.24277499428243,3.018193435684833,1018.0894002485865,0.0
2020-01-17,17.096476511086312,79.52700826023171,2.669700318433287,1017.5041324347709,0.08287578801083674
2020-01-18,21.572207388862008,86.77723996041361,2.108928836765614,1014.8858030555413,0.25522817049857616
2020-01-19,20.40677138888219,78.14792733554619,2.858494756978915,1018.2722586346557,0.11809222047688277
2020-01-20,20.087814301397138,77.6667146025963,6.947197424562295,1014.0364138621738,0.0679382928973068
2020-01-21,18.396229037382774,87.75569881978612,5.25382418540724,1015.0099468172235,0.005139599813653514
2020-01-22,18.054614040843894,78.97408352135898,7.0616318953390635,1006.615055064871,0.0
2020-01-23,16.35099861867841,88.30093415630995,4.1727620384805055,1009.2627259427962,0.034388847060356
2020-01-24,21.905087687967587,87.77066756574979,7.5827558411113145,1019.5034813575122,0.006461050279169177
2020-01-25,18.47887315015697,82.32956774432772,6.894503935547496,1012.2249495345459,0.11408975637323986
2020-01-26,18.00030566128378,79.67021293859965,5.444519803477417,1015.1759148378069,0.6265393734039725
2020-01-27,20.08060698781557,72.5330297297167,5.596476348412112,1019.6319294834351,0.0022870029327696634
2020-01-28,19.86801514382318,75.77404782827371,8.48050692187587,1011.1795661210926,0.1512772735675894
2020-01-29,18.095670560137876,80.41765838714184,3.651334678685248,1013.1591527913718,0.0
2020-01-30,18.465129937526186,71.65824661588817,5.395285276292286,1015.0694998832128,0.0
2020-01-31,20.72976892692306,71.92648024327968,2.017484814588789,1015.1969585063226,0.22213481977014005
2020-02-01,21.515157079280392,88.64088709013161,8.128205159457249,1016.0555185493286,0.0
2020-02-02,17.60234125263246,74.73362739795265,4.863516789350737,1021.5667136082468,0.0
2020-02-03,16.757494133546906,73.70295465835645,3.1436816308595743,1020.4536095847951,0.0
2020-02-04,19.528288230291587,86.31877570585632,6.898841613851522,1013.437756206926,0.4139652671549505
2020-02-05,21.969436254595884,70.82597786763993,3.445306688475764,1018.5796922706154,0.0
2020-02-06,23.18406231924261,77.8656349297886,6.841717647561638,1014.5936382647151,0.0
2020-02-07,19.847955067847987,78.68418793420112,5.216699097526358,1014.308342384437,0.0
2020-02-08,19.47794937280358,72.42368329029195,4.088934992965314,1013.0873957951253,0.0
2020-02-09,17.419298961922074,69.97170608838557,1.475922229922145,1011.5568839041492,0.03837856587615042
2020-02-10,19.145556330044872,75.70395708628816,3.5208740072173734,1020.7150729770336,0.03333782502326797
2020-02-11,20.822234817418405,73.74158315869776,0.5632784868721732,1012.0824856049892,0.23206358427817753
2020-02-12,23.159927284850117,79.11404879391003,9.32647189856138,1019.682639747182,0.27684962704906657
2020-02-13,19.74930111065337,70.76633600808833,5.414151148109216,1015.6173151359465,0.10378287226027542
2020-02-14,23.150790724431854,66.44737027381714,4.951347751202129,1009.3098454539715,0.3294023981740937
2020-02-15,21.290086658671093,78.39080076272373,6.043975459210795,1018.9862993242898,0.15737614370605035
2020-02-16,23.689222147035697,71.71845399970343,3.1111074881634995,1010.9497515339873,0.35079498153136535
2020-02-17,21.388647915757623,56.229627169349754,2.3136865393908983,1020.1275306330638,0.0
2020-02-18,21.42697828034767,75.95970314980109,1.9184059711107504,1013.3163099710017,0.0
2020-02-19,21.084179723815414,78.98624228743797,4.661685497716169,1009.1804316388625,0.0
2020-02-20,21.497335132752188,75.11823014888138,2.6876351363561746,1016.90599050855,0.004565772323268935
2020-02-21,24.90939762498924,73.65618220261118,3.119292915569253,1017.647971641966,0.0
2020-02-22,22.53719735553384,71.01925706269628,4.381974061905756,1004.6199809683501,0.06497413930019443
2020-02-23,20.73138769709354,77.1583144908883,2.6815873504543233,1010.8173145367863,0.10537454918625998
2020-02-24,23.297517208388324,70.36697620239285,6.383077502140373,1016.47374571828,0.0
2020-02-25,25.59343254808648,62.76194403880877,3.4076283216705034,1005.9972936632522,0.0
2020-02-26,22.022137456123126,71.142009372488,1.1274403883069861,1013.9438929839691,0.0361667491390789
2020-02-27,23.543417659444227,72.9486059616877,4.852153068705093,1010.5324121437473,0.02133842809551248
2020-02-28,27.318008672846172,72.78302302655926,3.69518283522596,1011.045233124062,0.0
2020-02-29,23.69454429694578,75.06900393879499,7.037482873800362,1012.425505729861,0.011360421946555156
2020-03-01,22.203539887189248,77.92931351379747,5.572687377784559,1016.0442191723772,0.07027137780672801
2020-03-02,25.9772232165119,66.08797724301783,2.412731441811918,1016.3851340576492,0.0
2020-03-03,28.366750446810315,64.35007572161663,4.728100598643358,1018.6844568130135,0.25339426154251987
2020-03-04,26.35381790001024,70.83092032514097,5.797171453665694,1007.7341281002646,0.0008219453811861149
2020-03-05,23.683485374338346,65.64055305866184,6.332766164063829,1010.6964010630572,0.0
2020-03-06,23.761159110555614,70.59862544281766,4.227942457942345,1006.8470344165974,0.2149188317446291
2020-03-07,23.802735008689478,73.8107364458031,2.746348382486513,1009.3466112356758,0.045312253758026375
2020-03-08,22.702226550695237,67.51543398001138,3.3837678895181256,1009.4054452715204,0.0
2020-03-09,24.758745592614225,63.33803357563812,2.685289481618293,1011.4385387443715,0.05182175864284726
2020-03-10,24.857873595526605,67.44554977380521,3.0346006393647076,1008.9792014202908,0.058620331404329346
